embedding_dim,seed,run_name,output_dir,model,embedder_init,feature_layer,feature_dim,mse_x,mse_y,rmse_x,rmse_y,rmse_mean,r2_x,r2_y,r2_mean,corr_x,corr_y,best_val_mse_z
512,4,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed4_100ms,finetuned_mlp,pretrained,output,512,5249.93017578125,5624.4658203125,72.45640563964844,74.9964370727539,73.73857879638672,0.9190243482589722,0.8931477069854736,0.9060860276222229,0.9591490620904731,0.9451865473684797,0.09338101744651794
512,4,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed4_100ms,frozen_mlp,pretrained,output,512,6265.46728515625,6975.060546875,79.15470123291016,83.51683044433594,81.36634063720703,0.9033605456352234,0.8674894571304321,0.8854249715805054,0.9507204752343908,0.9314684091272857,0.11387579888105392
1024,0,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed0_100ms_hidden,finetuned_mlp,pretrained,hidden,256,4987.8193359375,5697.10302734375,70.62449645996094,75.47915649414062,73.09332275390625,0.9230672121047974,0.8917677402496338,0.9074174761772156,0.9609443453390101,0.9445910661649602,0.09203580849700504
1024,0,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed0_100ms_hidden,frozen_mlp,pretrained,hidden,256,5920.9169921875,6832.50439453125,76.94749450683594,82.65896606445312,79.85514068603516,0.908674955368042,0.8701976537704468,0.8894363045692444,0.9535629434292717,0.9332615499771592,0.10987218469381332
1024,0,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed0_100ms,finetuned_mlp,pretrained,output,1024,5208.65478515625,5681.5498046875,72.17101287841797,75.37605285644531,73.79205322265625,0.9196609854698181,0.8920632600784302,0.9058620929718018,0.9590324589801529,0.9447971019706287,0.093608434829447
1024,0,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed0_100ms,frozen_mlp,pretrained,output,1024,6557.46630859375,7204.1787109375,80.97818756103516,84.87743377685547,82.95166015625,0.8988567590713501,0.8631367087364197,0.8809967041015625,0.9482501528339999,0.9294507399634132,0.1182820126414299
1024,1,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed1_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5052.310546875,5673.65625,71.07960510253906,75.32367706298828,73.23374938964844,0.9220724701881409,0.8922132253646851,0.9071428775787354,0.9604880025963458,0.9450842672856635,0.09232066985633638
1024,1,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed1_100ms_hidden,frozen_mlp,pretrained,hidden,256,5762.17626953125,6643.0908203125,75.90899658203125,81.50515747070312,78.75751495361328,0.9111233949661255,0.8737961053848267,0.8924597501754761,0.9548585824083603,0.9348097341043703,0.10686776787042618
1024,1,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed1_100ms,finetuned_mlp,pretrained,output,1024,5188.04150390625,5791.40234375,72.02806091308594,76.10126495361328,74.0939712524414,0.91997891664505,0.8899762630462646,0.904977560043335,0.9592997332144246,0.9437913430937739,0.0944744563764996
1024,1,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed1_100ms,frozen_mlp,pretrained,output,1024,6716.52001953125,7203.66748046875,81.95437622070312,84.87442016601562,83.42821502685547,0.8964034914970398,0.8631464242935181,0.8797749280929565,0.9487953508497974,0.9291548584286061,0.11950790137052536
1024,2,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed2_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5029.68359375,5746.43701171875,70.9202651977539,75.80525970458984,73.40454864501953,0.9224214553833008,0.8908305168151855,0.9066259860992432,0.9607269165069483,0.9442316902589865,0.09282708250814015
1024,2,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed2_100ms_hidden,frozen_mlp,pretrained,hidden,256,5822.80517578125,6733.15966796875,76.30730438232422,82.05583190917969,79.23443603515625,0.9101882576942444,0.8720849752426147,0.891136646270752,0.9540521959147292,0.9339482847835222,0.10818134248256683
1024,2,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed2_100ms,finetuned_mlp,pretrained,output,1024,5340.2841796875,5662.40478515625,73.0772476196289,75.24895477294922,74.17215728759766,0.9176307320594788,0.8924269676208496,0.9050288200378418,0.9587130267236769,0.9449387067835504,0.09444639500644472
1024,2,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed2_100ms,frozen_mlp,pretrained,output,1024,6560.85986328125,7142.17041015625,80.99913787841797,84.51136016845703,82.77498626708984,0.8988044261932373,0.8643147349357605,0.8815596103668213,0.9482943505943534,0.9297140670434247,0.11772727966308594
1024,3,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed3_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5004.19189453125,5614.62744140625,70.74031066894531,74.93081665039062,72.8667984008789,0.922814667224884,0.8933346271514893,0.9080746173858643,0.9607684247953641,0.9451939597787432,0.0913943921526273
1024,3,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed3_100ms_hidden,frozen_mlp,pretrained,hidden,256,5905.38916015625,6803.93701171875,76.84652709960938,82.48597717285156,79.7168960571289,0.9089144468307495,0.8707404136657715,0.8898274302482605,0.9536633607891074,0.9331986419613385,0.1094839945435524
1024,3,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed3_100ms,finetuned_mlp,pretrained,output,1024,5261.95703125,5771.06396484375,72.53934478759766,75.96752166748047,74.27436828613281,0.9188388586044312,0.8903626799583435,0.9046007394790649,0.9589671490004045,0.943821053281854,0.09485125955608156
1024,3,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed3_100ms,frozen_mlp,pretrained,output,1024,6481.98828125,7294.23876953125,80.51079559326172,85.40631866455078,82.995849609375,0.9000208973884583,0.8614257574081421,0.8807233572006226,0.9488431185464626,0.9284905083155441,0.11854328960180283
1024,4,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed4_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5064.796875,5700.9345703125,71.16738891601562,75.50453186035156,73.36927032470703,0.9218798875808716,0.891694962978363,0.9067873954772949,0.960491476750327,0.9444271420762794,0.09268600824806425
1024,4,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed4_100ms_hidden,frozen_mlp,pretrained,hidden,256,5938.36669921875,6765.71923828125,77.06079864501953,82.25399017333984,79.70024871826172,0.9084057807922363,0.8714664578437805,0.889936089515686,0.9531896849610947,0.9339148134024752,0.10938014090061188
1024,4,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed4_100ms,finetuned_mlp,pretrained,output,1024,5245.50537109375,5716.359375,72.42585754394531,75.60660552978516,74.03456115722656,0.91909259557724,0.8914019465446472,0.9052472710609436,0.9588176856639431,0.9447156121571617,0.09422012087371615
1024,4,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed4_100ms,frozen_mlp,pretrained,output,1024,6616.73486328125,7312.150390625,81.34331512451172,85.51111602783203,83.454345703125,0.8979425430297852,0.8610854744911194,0.8795139789581299,0.9479089947634681,0.9287186388777177,0.11975342035293579
2048,0,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed0_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5029.8779296875,5784.728515625,70.921630859375,76.05740356445312,73.53559112548828,0.922418475151062,0.8901031017303467,0.9062607884407043,0.9609151721253955,0.9435122976971407,0.09317700233724382
2048,0,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed0_100ms_hidden,frozen_mlp,pretrained,hidden,256,5963.24755859375,6793.63232421875,77.2220687866211,82.42349243164062,79.86599731445312,0.9080220460891724,0.8709361553192139,0.8894791007041931,0.9529614204838012,0.9333936488980481,0.10983526706695557
2048,0,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed0_100ms,finetuned_mlp,pretrained,output,2048,5304.8779296875,5793.64599609375,72.8345947265625,76.11600494384766,74.4947509765625,0.9181768298149109,0.8899336457252502,0.9040552377700806,0.9587285741732544,0.9434280417012525,0.09538208444913228
2048,0,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed0_100ms,frozen_mlp,pretrained,output,2048,6657.00244140625,7480.98291015625,81.5904541015625,86.49267578125,84.0781021118164,0.8973214626312256,0.8578780293464661,0.8775997161865234,0.9484566695015412,0.927149231246146,0.12164711207151413
2048,1,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed1_100ms_hidden,finetuned_mlp,pretrained,hidden,256,4966.93994140625,5857.021484375,70.47651672363281,76.53118133544922,73.56763458251953,0.9233892560005188,0.8887296915054321,0.9060595035552979,0.9609649742853703,0.9433841843537543,0.09337036063273747
2048,1,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed1_100ms_hidden,frozen_mlp,pretrained,hidden,256,5850.94189453125,6795.34423828125,76.49144744873047,82.43387603759766,79.51890563964844,0.9097542762756348,0.8709036111831665,0.8903289437294006,0.9540067738714096,0.934430744115802,0.10898209363222122
2048,1,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed1_100ms,finetuned_mlp,pretrained,output,2048,5327.0087890625,5868.74169921875,72.98635864257812,76.60771179199219,74.82015228271484,0.9178354740142822,0.8885070085525513,0.9031712412834167,0.9580936523737484,0.9427184209372522,0.09627717981735866
2048,1,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed1_100ms,frozen_mlp,pretrained,output,2048,6698.142578125,7437.2158203125,81.84217834472656,86.23929595947266,84.07015991210938,0.8966869115829468,0.8587095141410828,0.8776981830596924,0.9469504565093982,0.9269148867863899,0.12155453115701675
2048,2,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed2_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5038.720703125,5801.94580078125,70.98394775390625,76.17050170898438,73.62425994873047,0.9222820997238159,0.8897759914398193,0.9060290455818176,0.9604163742148999,0.9445603229170221,0.09340447021855248
2048,2,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed2_100ms_hidden,frozen_mlp,pretrained,hidden,256,5776.66455078125,6899.16162109375,76.0043716430664,83.06119537353516,79.61167907714844,0.9108999371528625,0.8689313530921936,0.8899156451225281,0.9544851595633977,0.9321862826633639,0.109380804002285
2048,2,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed2_100ms,finetuned_mlp,pretrained,output,2048,5289.751953125,5808.5517578125,72.73068237304688,76.21385192871094,74.49382019042969,0.9184101223945618,0.8896504640579224,0.9040303230285645,0.9584598938586856,0.9440381894923275,0.09541069219509761
2048,2,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed2_100ms,frozen_mlp,pretrained,output,2048,6807.88916015625,7366.48095703125,82.50993347167969,85.82820892333984,84.18624114990234,0.8949941992759705,0.860053300857544,0.8775237798690796,0.9463542427136326,0.9274231561647311,0.12174084037542343
2048,3,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed3_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5132.080078125,5721.79248046875,71.63853454589844,75.64253234863281,73.66902160644531,0.9208421111106873,0.8912987112998962,0.9060704112052917,0.9609485872444928,0.9444356110892089,0.09338600767983331
2048,3,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed3_100ms_hidden,frozen_mlp,pretrained,hidden,256,5931.51220703125,6754.89892578125,77.01631164550781,82.18819427490234,79.64495849609375,0.9085115194320679,0.8716720342636108,0.8900917768478394,0.9534493851746306,0.9339540522196529,0.10922615230083466
2048,3,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed3_100ms,finetuned_mlp,pretrained,output,2048,5300.1943359375,5910.3876953125,72.80243682861328,76.87904357910156,74.86984252929688,0.9182490706443787,0.8877158164978027,0.9029824733734131,0.9585515905321558,0.9425078358709772,0.09644120020998849
2048,3,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed3_100ms,frozen_mlp,pretrained,output,2048,6704.98779296875,7437.64990234375,81.88398742675781,86.24181365966797,84.09184265136719,0.8965813517570496,0.8587012887001038,0.8776413202285767,0.9471648658316845,0.9268340798447053,0.12161178141832352
2048,4,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed4_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5128.87109375,5743.4716796875,71.61613464355469,75.78569793701172,73.73169708251953,0.9208915829658508,0.8908868432044983,0.9058892130851746,0.9611289465594646,0.9439608367702734,0.09355175577931935
2048,4,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed4_100ms_hidden,frozen_mlp,pretrained,hidden,256,5968.25146484375,6726.31640625,77.25445556640625,82.01412200927734,79.67053985595703,0.9079448580741882,0.8722150325775146,0.8900799751281738,0.9529155954364766,0.9342075726843487,0.10924231261014938
2048,4,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed4_100ms,finetuned_mlp,pretrained,output,2048,5307.1318359375,5801.6044921875,72.85006713867188,76.16826629638672,74.5290298461914,0.9181420803070068,0.8897824883460999,0.903962254524231,0.9583075057380636,0.9435967834823981,0.09548762689034145
2048,4,20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094944_d2048_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim2048_seed4_100ms,frozen_mlp,pretrained,output,2048,6681.80712890625,7619.00244140625,81.74232482910156,87.28689575195312,84.5608139038086,0.8969389200210571,0.8552559614181519,0.8760974407196045,0.9474269666210179,0.9249223431326173,0.12313303351402283
